47, 1, 8, 3, 11, 7 #
29, 4, 9, 1, 6, 14 #
35, 2, 0, 6, 14, 1
15, 7, 10, 3, 15, 12 #
30, 6, 9, 9, 3, 11
23, 10, 9, 4, 11, 7 #
34, 3, 5, 1, 16, 16 #
21, 0, 6, 10, 1, 11
21, 7, 1, 2, 4, 1
36, 8, 0, 2, 8, 9
6, 1, 0, 2, 1, 15
43, 0, 7, 4, 5, 11
22, 9, 6, 2, 12, 5 #
24, 4, 4, 0, 8, 1
27, 6, 2, 3, 9, 7 #
40, 3, 10, 8, 1, 4 #
47, 9, 7, 1, 19, 10 #
45, 6, 1, 3, 5, 10
46, 7, 8, 3, 6, 4 #
27, 1, 8, 0, 8, 5
6, 5, 5, 5, 14, 15
28, 7, 5, 9, 19, 2 #
